id,name,address,latitude,longitude
2749,Shardha Pharmacy,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2750,Birja Pharmacy,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2751,Sarada Pharmacy,"Avijatri Club Ground, 6, Naihati - Habra Rd, Naihati Urban, Bijaynagar, Naihati, Kolkata, West Bengal, 743165, India",22.88722,88.42448
2752,Medylife,"Medylife, 02 Adhata Road 6NO Bijoynagar Bazar, PS, Near Monosa Mondir, Kultala, Naihati, West Bengal, 743165, India",22.88781,88.4276
2753,MediCare Pharmacy,"Bhatpara Naihati Co-Operative Bank-Naihati, Ananda Bazaar, Bhatpara, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.8858,88.4208
2754,Das Medical,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2755,Dr Talukder Chamber,"Abhinandan Abaasan, 231, Rishi Bankim Chandra Rd, Naihati Urban, Gowalapara Ghat, Naihati, West Bengal, 743165, India",22.88925,88.41977
2756,Sandhya Drug House,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2757,Ghosh Medicine,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2758,Mullick Medical Hall,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2759,Sree Guru Homeo Pharmacy,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2760,Snehalata Homeo Pharmacy,"Bhatpara Naihati Co-Operative Bank-Naihati, Ananda Bazaar, Bhatpara, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.8858,88.4208
2761,Saha Pharmacy,"Payel Aya Centre, Naihati Athletic Club, Sh1, Charak Tala More, Jagaddal, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.886063,88.420187
2762,Barini Medical Hall,"Barini Medical Hall, Deulpara, Ananda Bazar, 205, Krishna Sadhukhan Rd, Naihati Urban, Naihati, West Bengal, 743165, India",22.88498,88.42063
2763,Dutta Medical Stores,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2764,GreenView Medicine,"GreenView Medicine, 38, Building, Gowalapara Ghat, Naihati, Kolkata, West Bengal, 743165, India",22.89134,88.41963
2765,Sarojni Homeo Pharmacy,"Rabindra Pharmacy, Naihati Post Office, Sh1, Charak Tala More, Jagaddal, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.885334,88.419238
2766,Wild Supplement Store,"Bhatpara Naihati Co-Operative Bank-Naihati, Ananda Bazaar, Bhatpara, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.8858,88.4208
2767,Charu Medical Hall,"Bhatpara Naihati Co-Operative Bank-Naihati, Ananda Bazaar, Bhatpara, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.8858,88.4208
2768,Homipro Dawakhana,"Rabindra Pharmacy, Naihati Post Office, Sh1, Charak Tala More, Jagaddal, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.885334,88.419238
2769,Green View Medical,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2770,Ideal Pharmacy,"Rabindra Pharmacy, Naihati Post Office, Sh1, Charak Tala More, Jagaddal, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.885334,88.419238
2771,Bharani Medical Hall,"Bhatpara Naihati Co-Operative Bank-Naihati, Ananda Bazaar, Bhatpara, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.8858,88.4208
2772,Chakraborty Pharmacy,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2773,Usha Pharmacy,"Usha Pharmacy, 347, Rishi Bankim, Krishna Sadhukhan Rd, Naihati Urban, Naihati, West Bengal, 743165, India",22.88446,88.42057
2774,Vivekananda Pharmacy,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2775,Allok Medical Stores,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2776,Lata Pharmacy,"Aikyatan Theater Hall, Naihati Municipality, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.889034,88.41812
2777,Rabindra Pharmacy,"Rabindra Pharmacy, Naihati Post Office, Sh1, Charak Tala More, Jagaddal, Naihati, Barrackpore, North 24 Parganas, West Bengal, 743165, India",22.885334,88.419238
2778,Life Pharmacy - Mriganka Sarkar,"Life Pharmacy - Mriganka Sarkar, 597, Arabinda Pally, Near Adi Arabinda Samiti, Kultala, Naihati, Kolkata, West Bengal, 743165, India",22.89261,88.42802
2779,Rani Pharmacy,"TVS - Bengal Auto, GT Road, Hansghara, Mogra, Natungram, Mogra, Chinsurah Mogra, West Bengal, 712148, India",22.99576,88.36888
2780,Sabita Pharmacy,"R S Traders - Hero MotoCorp, Shibpur, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712148, India",22.987797,88.37305
2781,Magra Nimtala,"Mogra Block Animal Health Centre (Veterinary Hospital), Boropukur Area, Mogra, Kola, West Bengal, 712148, India",22.98516,88.37139
2782,Mou Medical Hall,"Mahadeb Ghosh Sonu, Magra-Kuntighat Link Road, Kuntighat, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.991118,88.37576
2783,Nandani Pharmacy,"Shiv Mandir, Sh13, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.987525,88.372986
2784,Riddhi Medical Hall,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2785,Karuna Pharmacy,"Mogra Volley Ball Academy, Shibpur, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.985289,88.37998
2786,Sandhya Pharmacy,"Jagarani Sangha Club, Boropukur Area, Mogra, Boropukur Area, Mogra, Amodghata, West Bengal, 712502, India",22.98869,88.37547
2787,Kanan Medical Hall,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2788,Ghosh Medical,"TVS - Bengal Auto, GT Road, Hansghara, Mogra, Natungram, Mogra, Chinsurah Mogra, West Bengal, 712148, India",22.99576,88.36888
2789,Yashoda Medical,"TVS - Bengal Auto, GT Road, Hansghara, Mogra, Natungram, Mogra, Chinsurah Mogra, West Bengal, 712148, India",22.99576,88.36888
2790,Kamla Pharmacy,"TVS - Bengal Auto, GT Road, Hansghara, Mogra, Natungram, Mogra, Chinsurah Mogra, West Bengal, 712148, India",22.99576,88.36888
2791,Das Phermacy,"Chinchura Mogra Block Hospital, Hansghara, Natungram, Mogra, Natungram, Mogra, Hansghara, West Bengal, 712148, India",22.99178,88.3699
2792,Sarkar Medical,"Mogra Volley Ball Academy, Shibpur, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.985289,88.37998
2793,Sarda Pharmacy,"TVS - Bengal Auto, GT Road, Hansghara, Mogra, Natungram, Mogra, Chinsurah Mogra, West Bengal, 712148, India",22.99576,88.36888
2794,Apna Pharmacy,"Mahamaya Store, Nichu Bajar Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712148, India",22.990168,88.370625
2795,Apollo Pharmacy Gurap,"TVS - Bengal Auto, GT Road, Hansghara, Mogra, Natungram, Mogra, Chinsurah Mogra, West Bengal, 712148, India",22.99576,88.36888
2796,ProCare Medicine Shop,"ProCare Medicine Shop, Hospital Road, Boropukur Area, Mogra, Amodghata, West Bengal, 712502, India",22.9869,88.37734
2797,Uma Enterprise,"Chinchura Mogra Block Hospital, Hansghara, Natungram, Mogra, Natungram, Mogra, Hansghara, West Bengal, 712148, India",22.99178,88.3699
2798,Mondal Drug House,"TVS - Bengal Auto, GT Road, Hansghara, Mogra, Natungram, Mogra, Chinsurah Mogra, West Bengal, 712148, India",22.99576,88.36888
2799,Apollo Pharmacy,"Apollo Pharmacy, Kantapukur, Near Railway Station, Mogra, Alikhoja, West Bengal, 712502, India",22.98348,88.37321
2800,Tarak Nath Medical Hall,"Tarak Nath Medical Hall, Magra Station Rd, Panchanantala, Mogra, Alikhoja, West Bengal, 712502, India",22.98355,88.37219
2801,Modal,"TVS - Bengal Auto, GT Road, Hansghara, Mogra, Natungram, Mogra, Chinsurah Mogra, West Bengal, 712148, India",22.99576,88.36888
2802,Arati Pharmacy,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2803,Sheefa Medical Store,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2804,Jeeban Sikha Pharmacy,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2805,Monorama Medical Hall,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2806,Rani Homoeo,"Rani Homoeo, Kantapukur Tribeni, Rd, Mogra, Amodghata, West Bengal, 712502, India",22.9838,88.37673
2807,The Life,"The Life, Kantapukur, G.T. Road, SH 13, Kantapukur, Mogra, Minajpur, West Bengal, 712502, India",22.98201,88.37324
2808,Nandani Pharmacy,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2809,Apollo Pharmacy,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2810,Aayushman Doctor's Clinic,"M/s Mogra Fuel Station, Mogra, Grand Trunk Road, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.982565,88.373973
2811,Kanak Medical Hall,"Mogra Volley Ball Academy, Shibpur, Mogra, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.985289,88.37998
2812,Konak Medical,"Tribeni Ghat Road, Tribeni Ghat Rd, Amodghata, West Bengal, 712502, India",22.9842,88.3867
2813,Shivani Medical Store,"Tirupati, Sh6, Bansberia, Chinsurah - Magra, Hooghly, West Bengal, 712502, India",22.981039,88.385066
2814,Star Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2815,Chandra Nath Homeo Hall,"Basu's Clinic, Lichu Bagan Harijan Colony, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.71127,88.43086
2816,Bengal Drug & Enterprise,"Bengal Drug & Enterprise, Haren Mukharji Road, Raja RamMohan Roy Rd, Ward 15, Hakim Para, Siliguri, West Bengal, 734001, India",26.71714,88.42978
2817,Apollo Pharmacy,"Basu's Clinic, Lichu Bagan Harijan Colony, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.71127,88.43086
2818,Medicine World,"Kanailal Dutta Road, Kanailal Dutta Rd, Ward 15, Hakim Para, Siliguri, West Bengal, 734001, India",26.7174,88.4323
2819,Dhruba Medicals,"Dhruba Medicals, 37, Haren Mukherjee Rd, Ward 12, Hakim Para, Siliguri, West Bengal, 734001, India",26.71603,88.42945
2820,Frank Ross Pharmacy Siliguri,"SIP - Hakim Para, Itkz Associates, 50, Haren Mukherjee Road, Opposite VNC Club, Hakimpara, Ward 15, Hakim Para, Siliguri, West Bengal, 734001, India",26.71564,88.42961
2821,Jeewan Jyoti Ayurved,"Basu's Clinic, Lichu Bagan Harijan Colony, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.71127,88.43086
2822,Durga Medico,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2823,Sova Medical Agency,"SIP - Hakim Para, Itkz Associates, 50, Haren Mukherjee Road, Opposite VNC Club, Hakimpara, Ward 15, Hakim Para, Siliguri, West Bengal, 734001, India",26.71564,88.42961
2824,Saurabh Medical,"Basu's Clinic, Lichu Bagan Harijan Colony, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.71127,88.43086
2825,Sova Medical Agency Holesale,"SIP - Hakim Para, Itkz Associates, 50, Haren Mukherjee Road, Opposite VNC Club, Hakimpara, Ward 15, Hakim Para, Siliguri, West Bengal, 734001, India",26.71564,88.42961
2826,Loknath Medi Equip,"Loknath Medi Equip, People's TV Building, Raja RamMohan Roy Rd, Ward 12, Hakim Para, Siliguri, West Bengal, 734001, India",26.7171,88.43281
2827,Vivekananda Medimart,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2828,Saurav Medical,"Basu's Clinic, Lichu Bagan Harijan Colony, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.71127,88.43086
2829,Roy Medico,"Roy Medico, Nazrul Sarani, Ashram Para, J.T.S. Club More, Ward 14, Hakim Para, Siliguri, West Bengal, 734001, India",26.71821,88.43116
2830,Medical Equipment And Devices,"Sarat Bose Road, Sarat Bose Rd, Ward 16, Siliguri, West Bengal, 734001, India",26.7146,88.432
2831,City Pharmacy,"City Pharmacy, Haren Mukherjee Rd, Near VNC Club, Ward 16, Hakim Para, Siliguri, West Bengal, 734001, India",26.71515,88.42952
2832,Medica Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2833,Rahe Medico,"Mahananda Sweets, Jatin Das Sarani, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.72048,88.43148
2834,Gopal Medical Store,"Haren Mukherjee Road, Haren Mukherjee Rd, Ward 15, Hakim Para, Siliguri, West Bengal, 734001, India",26.7161,88.4295
2835,Bengal Homeo Hall,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2836,Fair & Pure Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2837,Sri RamKrishna Medical Store,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2838,Dr. S P Deyy Best Homeopathy Doctor | Homeopathy Clinic | Homeopathy Chamber In Siliguri,"Dr. S P Deyy Best Homeopathy Doctor | Homeopathy Clinic | Homeopathy Chamber In Siliguri, Nazrul Sarani, Near JTS Club, Ashram Para, Hakim Para, Siliguri, West Bengal, 734001, India",26.71847,88.43242
2839,Jeevan Rekha Medical Hall,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2840,Charu Medical,"Basu's Clinic, Lichu Bagan Harijan Colony, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.71127,88.43086
2841,Saila Homeo Hall,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2842,Deb Bani Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2843,Roy Chaudhary Edical,"Happy Times, Braand School, Pradhan Buidling, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.716106,88.42811
2844,Medicine Corner,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2845,Desh Bandhu Para Apollo Pharmacy Store,"Mahananda Sweets, Jatin Das Sarani, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.72048,88.43148
2846,Deep Medico Medicine Shop,"Deep Medico Medicine Shop, Bidhan Market, Near Central Bank Of 734001, India Bidhan Market, Rishi Aurobindo Rd, Ward 12, Hakim Para, Siliguri, West Bengal",26.71617,88.42774
2847,RG Medico,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2848,Deep Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2849,R G Madico,"Rishi Aurobindo Road, Rishi Aurobindo Rd, Ward 12, Hakim Para, Siliguri, West Bengal, 734001, India",26.7159,88.4279
2850,New Days Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2851,Neha Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2852,New Deys Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2853,Medi Point,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2854,Medicine Corner Chemist,"Basu's Clinic, Lichu Bagan Harijan Colony, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.71127,88.43086
2855,New Life Drug Agency,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2856,Jaya Pharmacy,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2857,Barua Medical,"Siliguri College 2nd Gate, Siliguri College, Sarat Bose Road, Siliguri, Siliguri Subdivsion, Darjeeling, West Bengal, 734001, India",26.70987,88.4329
2858,Needs Chemist ANS Druggist,"Needs Chemist ANS Druggist, Nazrul Sarani, Ashram Para, East Vivekananda Pally, Hakim Para, Siliguri, West Bengal, 734001, India",26.71789,88.43405
2859,M/s. Jeeban Jyoti Medical's,"Parboti Mistanna Bhander, Nh18, Balarampur, West Bengal, 723143, India",23.09372,86.21978
2860,Ashia Medical Hall,"Chail Medical Hall, Sh4, Balarampur, Purulia, West Bengal, 723143, India",23.09528,86.22375
2861,Hanuman Medical Store,"Balarampur, Puruliya District, Jharkhand, 723143, India",23.077027,86.218898
2862,AnnaPurna Medical Hall,"Chail Medical Hall, Sh4, Balarampur, Purulia, West Bengal, 723143, India",23.09528,86.22375
2863,Chail Medical Hall,"Chail Medical Hall, Sh4, Balarampur, Purulia, West Bengal, 723143, India",23.09528,86.22375
2864,Seva Sadan Medical Hall,"Seva Sadan Medical Hall, Barabazar Rd, Near BusStand, Balarampur, West Bengal, 723143, India",23.09518,86.22472
2865,Anil Medical Centre,"Chail Medical Hall, Sh4, Balarampur, Purulia, West Bengal, 723143, India",23.09528,86.22375
2866,Ananya Medical Hall,"Chail Medical Hall, Sh4, Balarampur, Purulia, West Bengal, 723143, India",23.09528,86.22375
2867,Jeevan Jyoti Medical,"Chail Medical Hall, Sh4, Balarampur, Purulia, West Bengal, 723143, India",23.09528,86.22375
2868,Mohanty Medical Hall,"Chail Medical Hall, Sh4, Balarampur, Purulia, West Bengal, 723143, India",23.09528,86.22375
2869,Drug House,"Main Road, Chalk Bazar Purulia, West Bengal, Main Rd, Purulia, West Bengal, 723101, India",23.32955,86.37015
2870,Shree Krishna Medical,"Main Road, Chalk Bazar Purulia, West Bengal, Main Rd, Purulia, West Bengal, 723101, India",23.32955,86.37015
2871,Datta Medical Hall,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2872,Rashmela Gali,"Rashmela Gali, Madhyabazar Near Sri Krishna Medical, Main Rd, Purulia, West Bengal, 723101, India",23.33019,86.36915
2873,Asha Medicos,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2874,Hahnemann Homoeo Dispensary,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2875,Bhai Bhai Medicals,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2876,New Bisudha Medical Hall,"Chaibasa Road Durga Temple, Chaibasa-Baghmundi, Baghmundi - Purulia Rd, Purulia, West Bengal, 723101, India",23.32951,86.36423
2877,Subarna Medical,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2878,Usha Medical Hall,"Aguan Club, Nh32, Purulia, West Bengal, 723101, India",23.32623,86.36102
2879,Biswas Pharmacy,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2880,Healthbuddy JayShree Medical,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2881,Ashok Medical Hall,"Ashok Medical Hall, Taxi Stand Main Road, Near Post Office, Purulia, West Bengal, 723101, India",23.33206,86.3649
2882,Sudin Medicine Centre,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2883,Metro Medical Taxi Stand,"The Cake Shop, Carolines Bakers, Nandalal Ghost St, Taxi Stand, Main Rd, Near Taxi Stand, Ward 3, Amala Para, Purulia, West Bengal, 723101, India",23.33235,86.36849
2884,Moloy Medical Store,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2885,Paul Medicals,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2886,Nag Medicos,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2887,Manbhum Medical,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2888,City Medicals,"Dr. Anwar Jamal, 723101",23.322197,86.367772
2889,PharmEasy Purulia,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2890,NG Pharma,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2891,Bisuddha Homoeo Pharmacy,"Bisuddha Homoeo Pharmacy, Zail Khana More, Purulia, West Bengal, 723101, India",23.32686,86.36278
2892,Ghosh Medicine Centre,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2893,Arti Medical Hall,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2894,Fair Price Medicine Shop,"Fair Price Medicine Shop, Purulia Sadar Hospital, Nh18, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.332366,86.363064
2895,Manbhum Homoeo Pharmacy,"Baghmundi - Purulia Rd,  Purulia,  West Bengal,  723101,  India",,
2896,Kalpana Medico,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2897,Amit Medical,"Amit Medical, S.B.Lane, Munsifdanga, Purulia, West Bengal, 723101, India",23.3331,86.36351
2898,Shankar Medical,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2899,Chetan Medical,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2900,Blue Print Medicine Shop,"Blue Print Medicine Shop, G.N.Mukherjee Street, Purulia, West Bengal, 723101, India",23.33345,86.36357
2901,Puja MediCare,"Puja MediCare, SN Sarkar St, Ward 3, Purulia, West Bengal, 723101, India",23.33368,86.36388
2902,Shankar Medical - Best Medical Shop In Purulia | Doctor Chamber | Pharmacy Store | Clinic,"Shankar Medical - Best Medical Shop In Purulia | Doctor Chamber | Pharmacy Store | Clinic, SN Sarkar St, Opp. SBI ATM, Near Amit Medical, Munsifdanga, Purulia, West Bengal, 723101, India",23.33372,86.36379
2903,Manbhum Medicals,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2904,Shubhajit Medical,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2905,Rik Medical,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2906,Angel Homoeo Pharmacy,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2907,Supritha Medical,"Supritha Medical, S.B. Lane, Munsifdanga, 3rd Ward, Ward 2, Purulia, West Bengal, 723101, India",23.33466,86.36397
2908,Medinova Medical,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2909,Medicine Store Sanjivani Pharmacy,"Medicine Store Sanjivani Pharmacy, Coocks Compound B .T, SN Sarkar St, Godai, Purulia, West Bengal, 723101, India",23.32733,86.36035
2910,Trinoyani Medical,"Trinoyani Medical, Mahananda Chakrabarty LN, Purulia, West Bengal, 723101, India",23.33524,86.36425
2911,City Medical,"Purulia Bus Owners Association, Bus Stand Rd, Ward Number 1, Purulia, West Bengal, 723101, India",23.33211,86.3618
2912,Pranvananda Sevalay,"Office Of The General Manager, Puruliya ByPass, Puruliya, Purulia - II, Purulia, West Bengal, 723101, India",23.331703,86.362344
2913,B.R.Surgical Whole Sale Surgical &Medicine,"B.R.Surgical Whole Sale Surgical &Medicine, Ranchi723101, India, Oposit Hotel Mayur, Bus Stend, Near Purulia, Ward Number 1, Purulia, West Bengal",23.33218,86.36064
2914,Dr. Haragopal Mahato,"Junction Cyber Cafe, Zilla School More, Purulia, West Bengal, 723101, India",23.32555,86.36049
2915,Homeopathic Clinic(dr. D.Patra),"Shakambari HardWare, Sasadhar Ganguly Rd, Nazrul Pally, Rajabandh, Purulia, West Bengal, 723101, India",23.32152,86.37114
