id,name,address,latitude,longitude
1254,Pandey Pharmacy,"State Bank Of India Raninagar, National Highway, Beside Raninagar BSF Camp Main Gate, PO-Raninagar Dist :, Jalpaiguri, West Bengal, 742304, India",24.22095,88.54884
1255,Ahmed Medical Hall,"State Bank Of India Raninagar, National Highway, Beside Raninagar BSF Camp Main Gate, PO-Raninagar Dist :, Jalpaiguri, West Bengal, 742304, India",24.22095,88.54884
1256,Mukherjee Pharmacy,"Islampur Sabji Market, Nh312, College Rd, 742304, India",24.15079,88.47347
1257,Medi Nova Pharmacy,"Domkal, Murshidabad District, West Bengal, 742406, India",24.072153,88.545307
1258,Majumdar Clinic Medical,"Rainbow Nursing Home, Golapbagh, Lalbagh, Murshidabad, Lalbagh, Murshidabad, West Bengal, 742149, India",24.17391,88.27579
1259,Pharmacy,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1260,Lalbagh Nursing Home,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1261,Subarna Medical Hall,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1262,Chattarjee Medical Hall,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1263,Mallika Medical Store (Specily Open In FRI Day),"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1264,Mallika Medical Store,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1265,Dalima Drug Store,"N N J Shop, Kapasdanga Rd, Jafarbad, West Bengal, 742149, India",24.1926,88.31671
1266,Apollo Pharmacy Murshidabad Lalbagh Hut,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1267,Apollo Pharmacy Asthabal More,"Apollo Pharmacy Asthabal More, 2, Kalandarbagh, Ward No-7, Lalbagh, Murshidabad, West Bengal, 742149, India",24.17136,88.2765
1268,The Lalbagh Medicine Corner,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1269,Sarkar Tiger Spotting Zone,"Sarkar Tiger Spotting Zone, Basulitala, Bus Stand, Azimganj, West Bengal, 742122, India",24.23391,88.25762
1270,S R Medical Hall,"Sagardighi, Murshidabad District, West Bengal, 742122, India",24.258281,88.20788
1271,Azimgonj Jonosaba Madical Hall,"Saha Enterprise, Azimganj, Jiaganj Azimganj, Murshidabad Jiaganj, Murshidabad, West Bengal, 742122, India",24.239366,88.256247
1272,Poddar Medical Hall,"Jiaganj Main Road, Jiaganj Main Rd, Baligram, Jiaganj, West Bengal, 742122, India",24.241,88.2674
1273,Paras Medical,"Sagardighi, Murshidabad District, West Bengal, 742122, India",24.258281,88.20788
1274,Apollo Pharmacy,"Jiaganj Main Road, Jiaganj Main Rd, Baligram, Jiaganj, West Bengal, 742122, India",24.241,88.2674
1275,Apollo Pharmacy Jiaganj,"Apollo Pharmacy Jiaganj, Holding No-173, Pulkishore, Ward No, 11, Jiaganj Main Rd, Jiaganj, West Bengal, 742122, India",24.23991,88.25523
1276,Biswas Medical Hall,"Biswas Medical Hall, Jiaganj Azimganj, Bhagawangola - II, Murshidabad, West Bengal, 742113, India",24.233865,88.29862
1277,SM MediCare,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1278,Roni Medicine Shop 2,"Murshidabad, Murshidabad Jiaganj, West Bengal, 742149, India",24.172849,88.280368
1279,Mother Clinic,"Kapasdanga Road, Kapasdanga Rd, Kapasdanga, West Bengal, 742149, India",24.2049,88.3235
1280,Debnath Pharmacy,"83, Cossimbazar Rd, Raninagar, Cossimbazar, Berhampore, West Bengal, 742103, India",24.1174,88.2725
1281,Aragyya Medicine,"Berhampore, Berhampore, West Bengal, India",24.110627,88.26549
1282,Mondal Medicine,"K & Sons Automotive, Sh11, Cossimbazar, Berhampore, Murshidabad, West Bengal, 742102, India",24.102467,88.28178
1283,Apollo Pharmacy Suri Rabindrapally,"K & Sons Automotive, Sh11, Cossimbazar, Berhampore, Murshidabad, West Bengal, 742102, India",24.102467,88.28178
1284,M/s Parul Medicine,"Berhampore, Berhampore, West Bengal, India",24.110627,88.26549
1285,Raju Medical Stores,"Sagardighi, Murshidabad District, West Bengal, 742226, India",24.293094,88.083966
1286,Sagardighi Medical Centre,"Sagardighi, Murshidabad District, West Bengal, 742226, India",24.293094,88.083966
1287,Morgram,"Suryapur Hospital, Nh12, West Bengal, 742226, India",24.34539,88.03159
1288,Ramkanai Medical Stores,"Ramkanai Medical Stores, 128/1, Bhupen, KR Bose St, Bidhan Sarani, Shyam Bazar, Kolkata, West Bengal, 742184, India",24.23478,88.05283
1289,Namita Pharmacy,"Namita Pharmacy, Beside Bangiya Gramin Bikas Bank, Manigram, West Bengal, 742237, India",24.35206,88.11875
1290,Bichitra Medical Store,"Nabagram Hospital, Hospital Rd, Nabagram, West Bengal, 742184, India",24.19284,88.09375
1291,Nabagram Medical Store,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1292,Asraful House,"Nalhati II, Birbhum District, West Bengal, 731237, India",24.278443,87.968288
1293,Datta Pharmacy,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1294,Mira Pharmacy,"Sesesh Store, Lohapur Nichu Bazar Kantagoria Nalhati, Lohapur Railway Station, Lohapur, West Bengal, 731237, India",24.30234,87.96824
1295,Popular Pharmacy,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1296,Roy Medical Store,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1297,New Sen Pharmacy,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1298,Chinmoyi Pharmacy,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1299,Shanti Pharmacy,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1300,Bengal Pharmacy,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1301,Pharmacy Medicine Point,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1302,Janani Pharmacy,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1303,MS Rina Medical Agency,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1304,Jeebondeep Pharmacy,"Nabagram, Murshidabad District, West Bengal, 742184, India",24.195854,88.074964
1305,Liza Pharmacy,"Panchgram P.H.C, PHC, Panchgram, Nh116a, Nabagram, Murshidabad, West Bengal, 742184, India",24.197872,88.010121
1306,Seba Diagnostic And Seba Medical,"Lohapur,  Nh14,  Khālāsipāra,  Nalhati,  Nalhati - II,  Birbhum,  West Bengal,  731237,  India",,
1307,Sahina Medical Stores,"Shree Shree Maa Durga Mandir-Roypara Roybari, Dakshingram, Birbhum, Nabagram, Murshidabad, West Bengal, 742184, India",24.191317,88.06544
1308,Jui Pharmacy,"Chuapukur, Lalgola, Krishnapur, West Bengal, 742148, India",24.41336,88.26066
1309,Shifa Medicure,"Shifa Medicure, Beside Gangaprasad Pakabari, Gangaprasad Road, Raghunathganj, Lakshmi Jola, West Bengal, 742213, India",24.41786,88.14211
1310,Mrs Medicine House,"Raghunathganj I, Murshidabad District, West Bengal, 742227, India",24.400704,88.082412
1311,Saha Pharmacy,"Yamuna Market, Bhagwangola Market Place, Nh312, Lalgola, Bhagawangola - I, Murshidabad, West Bengal, 742135, India",24.332608,88.307459
1312,Shamsi Unani Ayurvedic Aushadhalaya,"Shamsi Unani Ayurvedic Aushadhalaya, Bandhpul Barnali Bazar, Mahishasthali, Bhagwangola, West Bengal, 742135, India",24.33186,88.30944
1313,Barsatigola,"Bhagwangola Police Station, West Bengal, Akhriganj - Bhagwangola Rd, Mahishasthali, West Bengal, 742135, India",24.32888,88.30918
1314,GM Medical Hall,"Punjab National Bank, Pirtala, Nh312, Lalgola, Murshidabad, West Bengal, 742135, India",24.361206,88.286566
1315,Krishi Bandhu,"Bhagwangola Cemetery, Bhagwangola, Bhagawangola - I, Murshidabad, West Bengal, 742135, India",24.329393,88.307
1316,Singha Pharmacy,"Bhagwangola Cemetery, Bhagwangola, Bhagawangola - I, Murshidabad, West Bengal, 742135, India",24.329393,88.307
1317,Sadhana Pharmacy,"New Satarupa Vastralaya, Swapon Gar More, Nh312, Lalgola, Bhagawangola - I, Murshidabad, West Bengal, 742135, India",24.333446,88.314932
1318,Aniroz Medical Hall,"Aniroz Medical Hall, 22, Dayanagar - Barshatigola Road, Shyampurnatunpara, Berhampore, Mahishasthali, West Bengal, 742135, India",24.33388,88.31252
1319,MH Medicine House,"Punjab National Bank, Pirtala, Nh312, Lalgola, Murshidabad, West Bengal, 742135, India",24.361206,88.286566
1320,Riya Medical,"Punjab National Bank, Pirtala, Nh312, Lalgola, Murshidabad, West Bengal, 742135, India",24.361206,88.286566
1321,Mursheda Medical Hall,"Punjab National Bank, Pirtala, Nh312, Lalgola, Murshidabad, West Bengal, 742135, India",24.361206,88.286566
1322,Sova Medical Hall,"Baluchar Primary Teachers Training Institute, Azimganj, Jiaganj Azimganj, Bhagawangola - I, Murshidabad, West Bengal, 742123, India",24.2624,88.26784
1323,Salma Homoeo Hall,"Saralpur High School -H.S, Bhagwangola II, Bhagawangola - II, Murshidabad, West Bengal, 742135, India",24.306467,88.37833
1324,S.R Medical Hall,"Murshidabad Jiaganj, Murshidabad District, West Bengal, 742123, India",24.271632,88.26179
1325,Biswajit Medical Hall,"Murshidabad Jiaganj, Murshidabad District, West Bengal, 742123, India",24.271632,88.26179
1326,Jyotsna Medical Hall,"Murshidabad Jiaganj, Murshidabad District, West Bengal, 742123, India",24.271632,88.26179
1327,Ashida Pharmaceuticals,"Murshidabad Jiaganj, Murshidabad District, West Bengal, 742123, India",24.271632,88.26179
1328,Ali Medical Hall,"Ali Medical Hall, 056, Police, Station Rd, Lalgola, West Bengal, 742148, India",24.42229,88.25664
1329,Sawkat Homeo Pharmacy,"Lalgola, Murshidabad District, West Bengal, 742148, India",24.40292,88.234114
1330,Pal Distributors,"Chandni Market, Phultala, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.45891,88.066092
1331,Hahnemann Homeo Pharmacy,"Chandni Market, Phultala, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.45891,88.066092
1332,Dreamz Enterprise,"Somu Electricals, Gankar, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.458296,88.065112
1333,Monoroma Medical Store,"Bandhan Bank Limited, Nh312, Lalgola, Murshidabad, West Bengal, 742213, India",24.440045,88.177599
1334,SS Medical Hall,"Bandhan Bank Limited, Nh312, Lalgola, Murshidabad, West Bengal, 742213, India",24.440045,88.177599
1335,Palash Medical Hall,"Bandhan Bank Limited, Nh312, Lalgola, Murshidabad, West Bengal, 742213, India",24.440045,88.177599
1336,Seba Medical,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1337,Lucky Medical Hall,"Bandhan Bank Limited, Nh312, Lalgola, Murshidabad, West Bengal, 742213, India",24.440045,88.177599
1338,Janata Medical Store,"Janata Medical Store, SH 11A, Bagan Baari, Raghunathganj, West Bengal, 742213, India",24.45837,88.06266
1339,Surya Medical Agency,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1340,Disha Medicine,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1341,Laxmi Narayan Medical Store,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1342,Generic Medicine Shop,"Jangipur Hospital Markat, Jangipur Sub Divisional Hospital, Nh312, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.458706,88.062657
1343,Sathi Medical Store,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1344,Umaa Medical,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1345,RamKrishna Sarada Pharmacy,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1346,New Adhadeep Medical,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1347,Dhar Medicine,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1348,Kalam Medical,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1349,Jangipur Medical Centre,"Bandhan Bank Limited, Nh312, Lalgola, Murshidabad, West Bengal, 742213, India",24.440045,88.177599
1350,Ganga Pharmacy,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1351,Pandey Medical Hall,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1352,Siraj Medical Hall,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1353,Medicine Mart,"Raghunathganj II, Murshidabad District, West Bengal, 742213, India",24.464838,88.122477
1354,Popular Pharmacy & Diagnostic Centre,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1355,Bhai Bhai Medical Hall,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1356,H N Medical,"H N Medical, 1st Floor Gopalnagar, Raghunatganj Opposite Airtel Office, Near HDFC Bank, Gopalnagar, Srikantabati, West Bengal, 742225, India",24.45767,88.05634
1357,Pandey Medical Hall,"Gitanjali Nursing Home, Nh312, Raghunathganj - I, Murshidabad, West Bengal, 742225, India",24.457531,88.05695
1358,Palash Medical Hall,"Palash Medical Hall, Baganbari, Raghunathganj, Near Hospital Gate No-1, Gopalnagar, Murshidabad, West Bengal, 742225, India",24.45831,88.05585
1359,Indane - Jangipur Sefali,"Block Development Office, BDO Raghunathganj, RadhaRani Sarani, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742213, India",24.473214,88.060683
1360,Biswas Medical,"Gitanjali Nursing Home, Nh312, Raghunathganj - I, Murshidabad, West Bengal, 742225, India",24.457531,88.05695
1361,Revive Medicine And Clinical Lab,"Paschim Banga Gramin Bank, Raghunathganj, Raghunathganj - II, Murshidabad, West Bengal, 742225, India",24.456241,88.063812
1362,H.N Medical,"Gitanjali Nursing Home, Nh312, Raghunathganj - I, Murshidabad, West Bengal, 742225, India",24.457531,88.05695
1363,Janata Medical Store,"Gitanjali Nursing Home, Nh312, Raghunathganj - I, Murshidabad, West Bengal, 742225, India",24.457531,88.05695
1364,MS Niramoy,"Zindagi Bewafa Hai, Sh7, Palsa, Murarai - I, Birbhum, West Bengal, 731219, India",24.47511,87.8602
1365,Murarai Medicine Centre,"Zindagi Bewafa Hai, Sh7, Palsa, Murarai - I, Birbhum, West Bengal, 731219, India",24.47511,87.8602
1366,Sahana Moringo,"Birbhum Co-Operative Bank, Bhadiswar Rd, Bhadiswar, West Bengal, 731219, India",24.43962,87.86053
1367,Sreema Drug House,"Murarai,  Murarai - I,  Birbhum,  West Bengal,  731219,  India",,
1368,Sinha Medical Hall,"Avantika Online & Xerox, Bhadiswar Rd, Natun Bazar, Murarai I Community Development Block, Murarai, Bhadiswar, West Bengal, 731219, India",24.43872,87.86122
1369,Pioneer Medical Corner,"Zindagi Bewafa Hai, Sh7, Palsa, Murarai - I, Birbhum, West Bengal, 731219, India",24.47511,87.8602
1370,Kamal Medical,"Sweety Trailer, Hospital Rd, Near Hospital, Murarai, West Bengal, 731219, India",24.44157,87.85021
1371,Rebeka Pharmacy,"Nahar Medical Hall. Prop. S Kamelin, Hospital Rd, Murarai I Community Development Block, Murarai, West Bengal, 731219, India",24.44167,87.84932
1372,Nahar Medical Hall. Prop. S Kamelin,"Nahar Medical Hall. Prop. S Kamelin, Hospital Rd, Murarai I Community Development Block, Murarai, West Bengal, 731219, India",24.44167,87.84932
1373,Shefa Medical Point,"Nahar Medical Hall. Prop. S Kamelin, Hospital Rd, Murarai I Community Development Block, Murarai, West Bengal, 731219, India",24.44167,87.84932
1374,Jarif Medical,"Sweety Trailer, Hospital Rd, Near Hospital, Murarai, West Bengal, 731219, India",24.44157,87.85021
1375,Medical Shops,"Kathia Edrakpur Hospital, Murarai-Raghunathganj Road, Paikar, Murarai - II, Birbhum, West Bengal, 731219, India",24.465327,87.897377
1376,Maa Medical,"Paikar Hospital, Paikar Rural Hospital, Murarai-Raghunathganj Road, Paikar, Murarai - II, Birbhum, West Bengal, 731221, India",24.43986,87.91577
1377,Murarai Medical,"Sweety Trailer, Hospital Rd, Near Hospital, Murarai, West Bengal, 731219, India",24.44157,87.85021
1378,MS Medico,"Bus Stand Shiv Mandir, Paikar Rd, Paikar, West Bengal, 731221, India",24.44614,87.90905
1379,Haniman Homeo Clinic,"Haniman Homeo Clinic, Chatra Hiyatnagar Road, Chatra, West Bengal, 731238, India",24.3736,87.85606
1380,Zakera Clinic,"Dr. Para Masjid, Mitrapur Bishore Road, Mitrapur, West Bengal, 731221, India",24.4238,87.96231
1381,Nafisa Medicines,"Murarai II, Birbhum District, West Bengal, 731221, India",24.466418,87.958106
1382,MD Pharma,"Kādua,  Murarai - I,  Birbhum,  West Bengal,  731222,  India",,
1383,M/s Atif Medical Store,"Dālānpahāri,  Rajgram,  Murarai - I,  Birbhum,  West Bengal,  731222,  India",,
1384,Rahat Pharmacy,"Nh14,  Khālāsipāra,  Nalhati,  Nalhati - I,  Birbhum,  West Bengal,  731220,  India",,
1385,Jiwandeep Medical,"Nalhati I, Birbhum District, Jharkhand, 731243, India",24.302471,87.779317
1386,Nalhati Medical,"Jullu Store, Bidupur, Nalhati, Nalhati - I, Birbhum, West Bengal, 731243, India",24.296856,87.840649
1387,Medical Centre,"Kālindipur,  Nalhati,  Nalhati - I,  Birbhum,  West Bengal,  731243,  India",,
1388,Deshopriyo Medical Hall,"Nalhati I, Birbhum District, Jharkhand, 731243, India",24.302471,87.779317
1389,Nalhati Medical Centre,"Nalhati I, Birbhum District, Jharkhand, 731243, India",24.302471,87.779317
1390,Janakalyan Pharmacy,"Kālindipur,  Nalhati,  Nalhati - I,  Birbhum,  West Bengal,  731243,  India",,
1391,Niramoy Pharmacy,"Kālindipur,  Nalhati,  Nalhati - I,  Birbhum,  West Bengal,  731243,  India",,
1392,Mahamaya Medical,"Kālindipur,  Nalhati,  Nalhati - I,  Birbhum,  West Bengal,  731243,  India",,
1393,DN Mandal Pharmacy,"Nh33,  Khayrākāndi,  Farakka,  Murshidabad,  West Bengal,  742236,  India",,
1394,Patanjali Store,"Nh33,  Khayrākāndi,  Farakka,  Murshidabad,  West Bengal,  742236,  India",,
1395,Asha Medical,"Nh33,  Khayrākāndi,  Farakka,  Murshidabad,  West Bengal,  742236,  India",,
1396,Mukul Medical Agency,"Farakka, Murshidabad District, Jharkhand, 742236, India",24.76536,87.873161
1397,Ghishu Medical,"Hotel Farakka Lodge, Nh33, Langaldihi, Farakka, Murshidabad, West Bengal, 742212, India",24.78011,87.91662
1398,Mampi Medical Hall,"Jāfarganj,  Farakka,  Murshidabad,  West Bengal,  742212,  India",,
1399,Life Care,"Farakka Barrage Township, Farakka, West Bengal, 742212, India",24.800702,87.918007
1400,Jyotsna Pharmacy,"Farakka Barrage Township, Farakka, West Bengal, 742212, India",24.800702,87.918007
1401,Debjoy Medical Store,"Farakka Barrage Township, Farakka, West Bengal, 742212, India",24.800702,87.918007
1402,Research Centre,"Research Centre, Dohitpur, West Bengal, 742236, India",24.78787,87.88252
1403,Doli Medical,"Doli Medical, Near High School Modan, Modon, Mohanpur, Jharkhand, 816107, India",24.72778,87.87787
1404,Nasir Arts,"18-Mile Toll Plaza, Baishnabnagar, Malda, Nh12, Lakshmipur, West Bengal, 732210, India",24.82233,87.96691
1405,Anwar Shekh,"Anwar Shekh, Maruapahari, Jharkhand, 816107, India",24.73024,87.86112
1406,Saha Medical Store,"Mahadeb Nagar, Samserganj, West Bengal, 742202, India",24.680274,87.933783
1407,Nasib Medical Store,"Mahadeb Nagar, Samserganj, West Bengal, 742202, India",24.680274,87.933783
1408,Rehena Medical Store,"Mahadeb Nagar, Samserganj, West Bengal, 742202, India",24.680274,87.933783
1409,Fahim Medical Centre,"Baishnabnagar Indane, Kaliachak - III, Maldah, West Bengal, 732210, India",24.795725,87.99754
1410,Lucky Pharmacy,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1411,Rup Medical Store,"Canara Bank (formerly Syndicate Bank), Survey No.205 Ratanpur(samserganj P.O.Dhulian, Ratanpur, West Bengal, 742202, India",24.66774,87.94623
1412,Hasan Medical Stores,"Mahadeb Nagar, Samserganj, West Bengal, 742202, India",24.680274,87.933783
1413,Nasif Medical Centre,"Pakaur, Jharkhand, 816107, India",24.644567,87.845751
1414,Sinha Medical Store,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1415,Jain Medical Stores,"Dhulian Ghat, Bidhan Chandra Rd, Dhuliyan, West Bengal, 742202, India",24.6857,87.95648
1416,Raja Medical Store,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1417,Joyguru Medical Store,"TVS Service Centre, Nh12, Aurangabad, Samserganj, Murshidabad, West Bengal, 742202, India",24.665387,87.937232
1418,Sanjibani Health Point,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1419,Beauty Medical,"TVS Service Centre, Nh12, Aurangabad, Samserganj, Murshidabad, West Bengal, 742202, India",24.665387,87.937232
1420,Apollo Pharmacy Dhuliyan,"Apollo Pharmacy Dhuliyan, Opp Trends, Bidhan Chandra Rd, Anup Nagar, Dhuliyan, West Bengal, 742202, India",24.67795,87.95178
1421,Lucky Medical Stors,"TVS Service Centre, Nh12, Aurangabad, Samserganj, Murshidabad, West Bengal, 742202, India",24.665387,87.937232
1422,Pakija Medical,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1423,Biswas Pharmacy,"TVS Service Centre, Nh12, Aurangabad, Samserganj, Murshidabad, West Bengal, 742202, India",24.665387,87.937232
1424,Nabeen Raj Medical Store,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1425,Hussein Medical,"Hussein Medical, Badshahi Rd, Khaschandpur, Kaliachak, West Bengal, 732201, India",24.85887,88.01254
1426,Bhai Bhai Medical Hall,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1427,MS S S Medical Hall,"The Kaliachak X Ray And Pathology Clinic, Kaliachak Nursing Home, Nh12, Kaliachak, Kaliachak - I, Maldah, West Bengal, 732201, India",24.862046,88.019127
1428,Kaliachak Drug Agency,"The Kaliachak X Ray And Pathology Clinic, Kaliachak Nursing Home, Nh12, Kaliachak, Kaliachak - I, Maldah, West Bengal, 732201, India",24.862046,88.019127
1429,Gupta Pharmacy,"The Kaliachak X Ray And Pathology Clinic, Kaliachak Nursing Home, Nh12, Kaliachak, Kaliachak - I, Maldah, West Bengal, 732201, India",24.862046,88.019127
1430,Chowdhury Drug House,"Maldaha Dakshin, Kaliachak Nursing Home, Nh12, Kaliachak, Kaliachak - I, Maldah, West Bengal, 732201, India",24.862017,88.01913
1431,Mostafa Medical,"Hospital Avenue Road, Hospital Ave Rd, Silampur, West Bengal, 732201, India",24.8645,88.0164
1432,Obaidulla Medical Centre,"The Kaliachak X Ray And Pathology Clinic, Kaliachak Nursing Home, Nh12, Kaliachak, Kaliachak - I, Maldah, West Bengal, 732201, India",24.862046,88.019127
1433,MH Medical Centre,"The Kaliachak X Ray And Pathology Clinic, Kaliachak Nursing Home, Nh12, Kaliachak, Kaliachak - I, Maldah, West Bengal, 732201, India",24.862046,88.019127
1434,Society Pharmacy,"The Kaliachak X Ray And Pathology Clinic, Kaliachak Nursing Home, Nh12, Kaliachak, Kaliachak - I, Maldah, West Bengal, 732201, India",24.862046,88.019127
1435,Apollo Pharmacy Kaliachak Bazaar,"The Kaliachak X Ray And Pathology Clinic, Kaliachak Nursing Home, Nh12, Kaliachak, Kaliachak - I, Maldah, West Bengal, 732201, India",24.862046,88.019127
1436,Alipur Medical Hall,"Alipur Medical Hall, Alipur Colony Rd No.3, Alipur, West Bengal, 732201, India",24.85842,88.02511
1437,MYB Ayurbeda Pharmacy,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1438,Ali Pharmacy : Ali Health Care - আলি ফার্মেসি : আলি হেল্থ কেয়ার,"Samserganj, Dhulian, Samserganj, Murshidabad, West Bengal, 742202, India",24.683332,87.95
1439,Bhagal Medical Hall,"Barharwā,  Barharwa,  Sahibganj,  Jharkhand,  816110,  India",,
1440,A.M. Medical Centre,"Jadupur, Kaliachak I, West Bengal, 732212, India",24.888944,88.049575
1441,Lucky Medicine Store,"Lucky Medicine Store, Jalalpur, Main Road, Malda, Jalalpur, West Bengal, 732212, India",24.89422,88.06882
1442,Junina Medicine Shop,"Manu Store, Bibigram School Para, Malda, Maksudpur, West Bengal, 732206, India",24.88197,88.09265
1443,Hasen Medical Store,"Kaliachak-II Block Development Office, Mothabari Rd, Mothabari, West Bengal, 732207, India",24.93302,88.03709
1444,S O H Enterprise,"Kaliachak II, Maldah District, Jharkhand, 732207, India",24.943938,87.973616
1445,Medicine Stall,"Sujapur Primary Health Centre, PHC, Sujapur, Nh12, Sujapur, Kaliachak - I, Maldah, West Bengal, 732206, India",24.917311,88.091623
1446,Raju Medicine Stores,"Sujapur Primary Health Centre, PHC, Sujapur, Nh12, Sujapur, Kaliachak - I, Maldah, West Bengal, 732206, India",24.917311,88.091623
1447,Drug Corner,"Sujapur Primary Health Centre, PHC, Sujapur, Nh12, Sujapur, Kaliachak - I, Maldah, West Bengal, 732206, India",24.917311,88.091623
1448,Medicine Shop,"Sujapur Primary Health Centre, PHC, Sujapur, Nh12, Sujapur, Kaliachak - I, Maldah, West Bengal, 732206, India",24.917311,88.091623
1449,Sujapur Pharmacy,"Sujapur Primary Health Centre, PHC, Sujapur, Nh12, Sujapur, Kaliachak - I, Maldah, West Bengal, 732206, India",24.917311,88.091623
1450,Sukria Medicine Enterprise,"Sujapur Primary Health Centre, PHC, Sujapur, Nh12, Sujapur, Kaliachak - I, Maldah, West Bengal, 732206, India",24.917311,88.091623
1451,MS Health Care Medicine Store,"Sujapur Primary Health Centre, PHC, Sujapur, Nh12, Sujapur, Kaliachak - I, Maldah, West Bengal, 732206, India",24.917311,88.091623
1452,Sarif Medical,"Sujapur Primary Health Centre, PHC, Sujapur, Nh12, Sujapur, Kaliachak - I, Maldah, West Bengal, 732206, India",24.917311,88.091623
